model_name,max_new_tokens,temperature,top_p,top_k,repetition_penalty,unique_name,raw_prompt,thought,emotion,prompt
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I'm about to graduate college, but I still have a lot of hard classes left to take.",helplessness,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel helplessness. 2) The provided distorted cognition sentence, ""I'm about to graduate college, but I still have a lot of hard classes left to take.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I failed a color seeing test, I will never be able to drive again.",Depression,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel Depression. 2) The provided distorted cognition sentence, ""I failed a color seeing test, I will never be able to drive again.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I failed a color seeing test, I will never be able to drive again.",anger,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anger. 2) The provided distorted cognition sentence, ""I failed a color seeing test, I will never be able to drive again.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I failed a color seeing test, I will never be able to drive again.",anxiety,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anxiety. 2) The provided distorted cognition sentence, ""I failed a color seeing test, I will never be able to drive again.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I failed a color seeing test, I will never be able to drive again.",disappointment,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel disappointment. 2) The provided distorted cognition sentence, ""I failed a color seeing test, I will never be able to drive again.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.","I failed a color seeing test, I will never be able to drive again.",helplessness,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel helplessness. 2) The provided distorted cognition sentence, ""I failed a color seeing test, I will never be able to drive again.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,Depression,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel Depression. 2) The provided distorted cognition sentence, ""I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,anger,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anger. 2) The provided distorted cognition sentence, ""I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,anxiety,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anxiety. 2) The provided distorted cognition sentence, ""I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,disappointment,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel disappointment. 2) The provided distorted cognition sentence, ""I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,helplessness,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel helplessness. 2) The provided distorted cognition sentence, ""I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",One of my steps broke the other day. I'm terrible with home maintenance.,Depression,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel Depression. 2) The provided distorted cognition sentence, ""One of my steps broke the other day. I'm terrible with home maintenance.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",One of my steps broke the other day. I'm terrible with home maintenance.,anger,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anger. 2) The provided distorted cognition sentence, ""One of my steps broke the other day. I'm terrible with home maintenance.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",One of my steps broke the other day. I'm terrible with home maintenance.,anxiety,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anxiety. 2) The provided distorted cognition sentence, ""One of my steps broke the other day. I'm terrible with home maintenance.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",One of my steps broke the other day. I'm terrible with home maintenance.,disappointment,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel disappointment. 2) The provided distorted cognition sentence, ""One of my steps broke the other day. I'm terrible with home maintenance.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",One of my steps broke the other day. I'm terrible with home maintenance.,helplessness,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel helplessness. 2) The provided distorted cognition sentence, ""One of my steps broke the other day. I'm terrible with home maintenance.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I'm divorced. I'll probably die soon and nobody will care for my children.,Depression,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel Depression. 2) The provided distorted cognition sentence, ""I'm divorced. I'll probably die soon and nobody will care for my children.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I'm divorced. I'll probably die soon and nobody will care for my children.,anger,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anger. 2) The provided distorted cognition sentence, ""I'm divorced. I'll probably die soon and nobody will care for my children.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I'm divorced. I'll probably die soon and nobody will care for my children.,anxiety,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel anxiety. 2) The provided distorted cognition sentence, ""I'm divorced. I'll probably die soon and nobody will care for my children.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I'm divorced. I'll probably die soon and nobody will care for my children.,disappointment,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel disappointment. 2) The provided distorted cognition sentence, ""I'm divorced. I'll probably die soon and nobody will care for my children.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel {emotion}. 2) The provided distorted cognition sentence, ""{distorted_thought},"" must be included in their writing. 3) Provide only the generated text as a response.",I'm divorced. I'll probably die soon and nobody will care for my children.,helplessness,"Write a 4-6 sentence paragraph based on the following conditions: 1) The paragraph should be written from the perspective of someone receiving psychological counseling, describing a situation where they feel helplessness. 2) The provided distorted cognition sentence, ""I'm divorced. I'll probably die soon and nobody will care for my children.,"" must be included in their writing. 3) Provide only the generated text as a response."
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},I like my cats. I think one day they will plot against me and eat me in my sleep.,Depression,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep. emotion: Depression
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},I like my cats. I think one day they will plot against me and eat me in my sleep.,anger,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep. emotion: anger
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},I like my cats. I think one day they will plot against me and eat me in my sleep.,anxiety,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep. emotion: anxiety
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},I like my cats. I think one day they will plot against me and eat me in my sleep.,disappointment,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep. emotion: disappointment
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},I like my cats. I think one day they will plot against me and eat me in my sleep.,helplessness,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep. emotion: helplessness
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},"I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me.",Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me. emotion: Depression"
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},"I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me.",anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me. emotion: anger"
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},"I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me.",anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me. emotion: anxiety"
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},"I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me.",disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me. emotion: disappointment"
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},"I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me.",helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: I'm a vegan, and the restaurant served me a dish with fish in it. They're trying to kill me. emotion: helplessness"
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop.,Depression,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop. emotion: Depression
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop.,anger,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop. emotion: anger
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop.,anxiety,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop. emotion: anxiety
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop.,disappointment,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop. emotion: disappointment
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop.,helplessness,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: The cashier at the bagel store messed up my order. It's because they hate me and want me to stop coming to the shop. emotion: helplessness
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well.,Depression,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well. emotion: Depression
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well.,anger,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well. emotion: anger
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well.,anxiety,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well. emotion: anxiety
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well.,disappointment,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well. emotion: disappointment
meta-llama/Llama-3.2-1B-Instruct,1024,0.8,1.0,20.0,1.2,meta-llama/Llama-3.2-1B-Instruct_1024_0.8_1.0_20.0_1.2,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: {distorted_thought} emotion: {emotion},One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well.,helplessness,I want you to write an paragraph including 4 to 6 sentences in the form of diary for mental treatment. please include given sentence intact and make the paragraph to feel emotion. given sentence: One of my cats is sick so I'll never adopt another one as they will probably wind up being unhealthy as well. emotion: helplessness
